k;N;Ca;P;Mg;class
321.07;298.44;89.96;43.75;35.50;Bom
153.68;244.43;65.30;4.06;72.56;Bom
112.72;97.17;93.56;33.39;37.45;Bom
208.48;343.92;8.97;9.86;93.84;Ruim
11.20;450.42;70.40;27.98;39.10;Ruim
179.98;24.89;40.80;50.09;9.22;Bom
479.17;301.95;40.13;72.20;75.12;Ruim
204.98;177.06;98.64;3.04;40.54;Bom
440.96;261.14;138.25;95.74;70.05;Pessimo
208.18;106.82;21.51;3.95;69.83;Ruim
80.47;24.69;137.08;21.08;81.51;Ruim
442.02;23.02;30.11;11.54;29.05;Ruim
276.55;368.32;21.49;33.24;26.84;Ruim
84.14;112.82;7.37;16.06;72.00;Ruim
485.57;94.48;80.27;37.73;21.22;Bom
138.72;225.62;49.95;24.76;20.11;Bom
475.48;289.06;116.98;54.84;70.22;Ruim
287.47;57.03;157.12;81.21;92.38;Pessimo
78.54;473.97;9.49;98.13;89.43;Ruim
360.53;13.00;128.81;60.43;94.50;Ruim
248.63;478.20;197.53;60.01;8.99;Ruim
207.94;137.50;9.45;38.98;37.68;Bom
217.70;157.66;182.86;99.78;5.96;Bom
192.12;404.44;61.58;59.36;85.61;Bom
132.10;442.06;187.79;29.28;12.54;Bom
412.95;65.60;58.13;46.69;62.03;Ruim
33.66;126.17;119.43;59.98;7.69;Bom
248.93;208.56;89.92;13.66;25.23;Bom
289.40;64.20;87.63;89.34;35.70;Bom
151.05;424.33;5.71;12.46;18.01;Bom
328.96;85.09;57.49;26.12;97.16;Ruim
399.70;321.72;198.19;87.57;23.07;Ruim
191.79;443.99;183.13;11.88;40.30;Ruim
88.51;462.17;112.00;66.33;85.14;Ruim
115.73;406.06;14.21;2.86;62.50;Ruim
478.28;129.98;58.78;46.17;99.53;Bom
268.71;47.83;131.98;82.92;71.83;Pessimo
48.02;181.06;40.79;80.83;63.22;Ruim
112.67;95.26;44.19;60.69;22.41;Ruim
113.47;76.35;10.26;43.81;29.15;Bom
226.63;381.07;22.28;90.77;33.37;Ruim
425.49;70.64;52.60;50.48;37.00;Ruim
435.01;307.15;105.37;1.34;7.77;Ruim
18.43;97.11;183.27;9.26;32.16;Ruim
114.08;385.97;174.59;66.99;24.82;Ruim
389.43;144.69;14.85;66.42;10.76;Ruim
113.82;240.03;102.74;51.49;40.20;Bom
8.17;485.28;109.36;57.29;33.75;Ruim
367.90;17.07;112.43;84.23;40.00;Ruim
134.29;466.36;170.15;49.03;97.23;Bom
325.69;243.23;14.72;39.96;32.11;Ruim
178.54;192.59;6.25;44.58;13.56;Bom
24.52;70.99;9.90;67.09;6.26;Ruim
15.34;468.46;137.75;80.48;68.07;Pessimo
307.68;104.90;113.36;71.51;69.44;Ruim
200.63;348.55;7.87;16.67;78.52;Ruim
451.91;3.42;113.24;68.02;15.48;Ruim
76.67;30.33;76.98;64.73;86.40;Ruim
3.24;453.65;175.64;81.90;54.71;Ruim
386.20;244.54;32.89;34.32;44.56;Ruim
422.64;54.95;85.98;83.15;26.02;Ruim
444.09;228.70;159.04;19.48;99.59;Ruim
406.35;306.77;108.34;53.78;43.06;Ruim
200.40;378.62;48.37;78.99;65.62;Ruim
392.75;430.32;171.75;2.34;8.80;Pessimo
415.40;42.63;46.51;40.66;51.30;Ruim
9.80;40.03;58.41;73.88;89.95;Ruim
15.76;11.05;63.20;36.35;26.57;Bom
2.67;492.01;173.38;32.14;31.75;Ruim
472.70;358.83;58.13;44.96;79.46;Ruim
182.77;24.82;11.23;42.65;92.70;Ruim
328.77;142.35;140.01;4.61;82.59;Ruim
398.23;290.05;177.00;57.67;10.96;Ruim
425.93;393.03;191.67;49.39;4.29;Ruim
469.43;240.59;22.40;35.97;87.47;Ruim
43.78;360.71;93.47;15.96;27.98;Ruim
247.86;11.17;74.24;76.58;1.71;Ruim
94.44;128.70;116.80;21.86;95.64;Bom
243.69;485.47;180.46;80.88;42.03;Ruim
61.56;98.42;164.53;83.34;26.69;Ruim
12.83;41.14;183.25;60.21;32.83;Ruim
218.53;197.71;101.22;28.95;19.39;Ruim
88.36;54.99;111.96;72.03;38.88;Ruim
243.65;320.46;187.41;16.92;81.83;Ruim
306.99;241.62;29.69;14.09;33.92;Ruim
418.07;290.95;24.89;17.94;95.95;Ruim
437.75;123.57;160.13;3.40;10.59;Ruim
199.66;285.03;134.97;90.68;6.14;Ruim
495.31;344.52;132.92;34.01;70.58;Ruim
294.38;18.75;4.57;5.66;94.93;Pessimo
195.94;412.06;149.09;68.96;63.17;Ruim
31.73;253.14;41.68;38.39;0.81;Ruim
141.53;140.65;79.85;1.69;19.67;Ideal
101.25;97.25;44.03;89.60;86.50;Ruim
99.99;469.74;7.78;1.55;7.37;Ruim
122.63;196.54;167.49;71.41;13.34;Bom
426.61;273.03;168.52;89.11;60.30;Pessimo
251.34;454.36;14.01;14.12;29.96;Ruim
312.80;351.38;107.01;46.76;26.33;Ruim
114.32;236.05;135.09;92.33;44.53;Ruim
182.10;255.10;42.69;2.60;32.39;Ruim
427.28;347.61;40.42;5.93;20.58;Ruim
5.47;412.64;181.95;11.93;85.11;Pessimo
352.12;85.85;199.44;15.94;3.78;Ruim
333.87;197.24;84.64;36.46;15.40;Bom
81.73;49.98;178.86;74.32;94.70;Ruim
172.75;119.17;129.61;46.54;71.62;Bom
114.87;108.27;116.75;47.70;71.54;Ruim
194.07;434.11;115.41;62.00;67.69;Ruim
150.02;348.24;161.41;14.19;65.69;Ruim
14.38;221.50;157.88;21.37;28.73;Ruim
376.56;240.62;82.16;51.46;68.53;Ruim
316.41;431.09;119.29;12.06;85.36;Ruim
344.43;301.79;107.40;62.40;95.28;Ruim
320.82;201.84;154.18;77.12;87.86;Ruim
239.05;158.59;28.10;61.58;33.12;Bom
82.52;171.77;68.12;61.91;35.85;Bom
143.99;115.86;191.65;1.45;45.37;Bom
417.46;346.09;156.05;15.48;7.43;Pessimo
30.16;259.01;67.25;19.45;24.30;Ruim
73.68;363.62;31.89;65.55;7.51;Ruim
448.19;147.04;10.55;48.29;69.08;Ruim
234.22;205.62;80.82;0.21;6.69;Bom
387.97;235.63;32.99;7.08;96.40;Ruim
434.78;193.01;123.73;37.87;77.82;Ruim
240.15;329.93;76.92;18.92;91.52;Bom
410.11;167.64;37.77;9.29;7.35;Ruim
122.91;17.75;76.04;17.36;58.54;Bom
150.31;121.81;88.58;75.44;82.85;Ideal
315.94;13.62;22.74;6.47;43.97;Ruim
55.07;192.08;122.64;67.67;71.67;Ruim
474.89;29.43;65.35;46.22;71.31;Ruim
65.27;447.15;114.19;16.63;16.48;Ruim
248.73;457.80;109.69;38.52;28.47;Ruim
10.31;158.45;146.94;20.14;86.22;Ruim
462.81;444.38;96.51;3.55;18.45;Ruim
83.14;313.78;132.08;70.43;83.65;Ruim
348.81;409.57;33.70;1.71;97.31;Ruim
124.68;89.73;70.38;76.74;39.32;Ideal
438.49;401.04;25.38;57.69;51.91;Ruim
50.92;36.14;45.79;86.21;99.99;Ruim
207.28;198.12;63.96;81.44;82.33;Bom
264.04;219.02;78.24;17.55;74.67;Ruim
156.51;177.39;25.48;34.50;8.36;Ideal
31.05;238.22;159.37;4.65;20.47;Ruim
40.46;339.89;173.62;32.47;32.68;Ruim
450.92;1.99;166.61;31.36;96.76;Ruim
139.54;156.24;189.40;91.16;65.88;Bom
25.99;13.72;112.34;51.25;75.75;Ruim
346.52;229.52;165.73;40.26;7.71;Ruim
106.76;364.96;23.67;58.28;68.86;Ruim
446.29;131.80;41.01;2.86;72.12;Ruim
482.99;226.69;146.92;91.93;32.46;Ruim
375.03;186.67;11.76;98.49;95.58;Ruim
154.45;466.81;174.68;14.41;74.22;Ruim
459.28;372.67;80.14;25.39;20.04;Ruim
355.05;0.71;80.79;31.80;28.85;Bom
217.71;232.82;129.64;54.58;78.41;Ruim
334.97;263.80;74.39;28.92;45.60;Ruim
201.93;47.47;178.83;60.46;37.48;Ruim
284.81;284.10;6.80;78.62;73.59;Pessimo
206.07;67.54;22.00;21.33;1.83;Ruim
124.09;165.08;166.98;47.75;60.88;Bom
176.79;105.96;63.88;24.72;17.27;Ideal
194.98;234.03;122.28;6.35;65.32;Ruim
358.24;9.20;163.30;87.13;70.06;Pessimo
139.19;355.42;107.89;82.94;73.47;Bom
117.86;181.41;151.11;74.46;78.58;Ruim
330.51;449.04;137.53;29.64;37.56;Ruim
21.74;281.38;84.70;94.11;13.98;Ruim
281.26;43.08;168.32;34.13;57.62;Ruim
191.85;150.35;180.19;79.02;48.79;Bom
280.62;69.18;40.46;71.73;15.32;Ruim
189.32;210.00;144.91;78.03;3.74;Ruim
191.66;94.30;198.65;63.95;90.64;Ruim
315.39;149.31;97.96;84.63;61.52;Ruim
163.87;224.74;28.84;82.58;86.57;Bom
484.95;88.56;102.81;8.29;68.99;Ruim
60.69;467.39;84.23;78.74;56.76;Ruim
83.08;157.43;133.99;72.08;35.82;Bom
151.12;304.32;116.84;15.40;66.58;Bom
467.45;112.68;70.10;26.81;78.40;Ruim
446.64;372.90;103.08;0.94;86.68;Ruim
392.51;184.65;21.78;99.75;64.12;Ruim
170.52;496.91;5.77;35.98;18.84;Bom
368.29;91.74;127.79;32.79;74.56;Ruim
401.94;347.58;112.01;58.38;40.79;Ruim
248.63;53.72;25.16;61.13;77.73;Pessimo
429.78;127.20;36.65;93.32;40.41;Bom
261.86;371.53;27.25;25.16;16.63;Ruim
283.57;305.25;38.56;5.88;77.81;Ruim
341.50;368.38;128.06;97.77;36.19;Ruim
422.57;226.50;164.04;15.48;66.22;Ruim
466.37;209.03;100.15;19.94;4.77;Ruim
229.86;183.55;72.89;6.17;78.00;Bom
76.40;286.21;176.31;70.88;21.45;Ruim
61.96;305.52;184.00;63.62;2.78;Ruim
195.20;356.82;184.05;6.51;82.36;Ruim
78.86;74.19;14.49;6.83;89.76;Ruim
445.43;114.01;182.40;60.23;34.51;Ruim
350.73;260.16;42.56;68.14;95.06;Ruim
66.29;90.02;47.60;17.13;34.84;Bom
485.70;105.01;91.29;84.46;62.03;Ruim
466.38;343.36;55.77;46.86;42.65;Ruim
418.38;48.67;43.70;64.26;70.09;Ruim
465.66;140.02;135.44;92.90;25.77;Ruim
369.74;240.51;91.87;3.44;6.96;Ruim
233.84;386.19;162.87;95.33;34.60;Ruim
270.96;439.10;127.62;15.31;6.66;Pessimo
475.15;371.19;160.49;48.89;32.51;Ruim
19.59;115.78;113.60;40.82;25.88;Bom
63.00;148.52;138.03;44.55;39.90;Bom
322.28;478.65;48.65;31.07;1.75;Ruim
245.81;389.82;29.45;88.84;88.96;Pessimo
277.14;133.66;130.27;12.33;95.09;Ruim
376.24;64.64;38.52;69.55;58.33;Ruim
447.92;490.56;142.51;98.32;69.00;Pessimo
93.74;31.66;147.56;65.19;95.93;Ruim
491.57;436.16;197.92;53.32;24.49;Ruim
19.16;474.57;102.58;13.73;57.91;Ruim
448.63;296.66;68.33;4.82;57.79;Ruim
489.19;367.83;10.98;74.43;8.79;Pessimo
364.38;145.32;95.97;21.82;65.87;Bom
355.75;227.51;168.43;11.52;53.84;Ruim
353.65;392.67;199.70;53.17;68.21;Ruim
432.36;1.92;53.45;28.32;20.55;Ruim
310.91;275.95;69.36;70.27;73.69;Ruim
277.70;475.30;141.83;53.24;39.15;Ruim
399.31;489.22;159.10;83.32;56.05;Pessimo
98.22;155.65;41.05;62.87;55.62;Bom
372.08;405.41;164.60;57.72;54.26;Ruim
431.95;45.69;73.69;51.32;75.51;Ruim
320.64;331.68;143.50;57.40;19.53;Ruim
58.77;190.13;65.35;86.68;11.68;Ruim
451.55;74.81;82.98;3.90;41.08;Ruim
48.00;173.73;149.17;71.56;4.34;Ruim
321.64;321.82;98.09;49.03;24.23;Ruim
313.78;177.32;64.46;56.30;10.53;Bom
398.43;77.64;154.04;32.31;32.48;Ruim
1.66;95.45;123.68;68.78;63.44;Ruim
9.25;475.74;140.34;99.87;17.17;Ruim
359.92;372.62;24.17;86.70;77.87;Pessimo
260.47;248.43;82.10;75.07;70.27;Ruim
19.54;41.15;62.28;73.45;82.50;Ruim
258.83;37.86;112.50;77.59;17.56;Ruim
17.69;238.60;41.24;7.96;77.43;Ruim
359.03;102.26;9.45;61.52;27.40;Ruim
453.31;423.07;86.28;23.47;1.69;Ruim
8.49;58.80;158.87;59.51;5.17;Ruim
33.89;81.13;76.63;96.34;90.15;Ruim
369.69;207.70;109.09;46.26;57.02;Ruim
5.23;116.84;83.69;93.05;64.93;Ruim
362.06;448.89;38.11;53.14;20.28;Ruim
47.25;75.06;133.93;28.97;94.60;Ruim
362.32;203.85;174.01;26.32;64.20;Ruim
277.21;213.75;77.37;1.79;88.75;Ruim
391.75;41.70;0.74;3.32;10.27;Pessimo
410.56;36.24;98.67;49.40;75.24;Ruim
342.26;151.92;169.51;21.19;95.64;Ruim
308.08;425.14;129.35;51.89;70.52;Ruim
197.13;255.06;164.48;83.91;13.87;Ruim
257.38;179.12;82.19;18.59;4.82;Bom
7.14;252.85;145.29;79.85;2.38;Pessimo
140.81;387.10;139.49;1.10;3.81;Ruim
477.88;455.63;8.39;7.78;68.98;Pessimo
440.11;243.23;113.59;1.72;69.17;Ruim
243.01;4.06;51.59;21.10;97.46;Ruim
333.20;200.05;15.33;69.29;12.91;Ruim
192.34;323.47;173.90;57.95;41.83;Ruim
143.55;213.41;117.37;77.09;86.30;Bom
295.79;85.10;134.36;58.39;69.64;Ruim
74.56;315.38;128.97;64.42;70.69;Ruim
329.50;462.20;169.79;54.48;53.98;Ruim
281.72;95.14;197.80;2.94;40.00;Ruim
128.20;427.12;118.98;11.33;30.13;Bom
98.15;327.59;168.44;24.65;17.61;Ruim
239.31;347.40;60.00;60.05;46.37;Ruim
34.65;381.36;113.54;55.15;35.79;Ruim
144.22;192.78;177.16;71.29;98.13;Bom
245.07;9.67;118.85;75.74;22.27;Ruim
343.51;412.19;17.31;62.41;83.10;Pessimo
157.06;89.02;132.44;69.56;21.31;Bom
281.64;438.45;156.40;56.59;79.85;Ruim
44.88;75.04;35.01;84.65;92.40;Ruim
32.18;473.82;117.29;98.71;25.36;Ruim
361.41;18.62;87.91;13.84;65.60;Ruim
20.63;406.24;147.66;41.97;35.35;Ruim
85.19;89.11;19.05;3.74;9.70;Ruim
404.27;400.02;109.13;57.85;63.57;Ruim
366.91;86.98;182.86;95.18;74.11;Ruim
53.56;449.23;71.01;21.19;52.84;Ruim
60.72;389.44;57.74;69.86;85.93;Ruim
225.19;136.08;118.70;79.19;12.36;Bom
330.11;365.61;37.23;2.89;24.55;Ruim
398.06;464.06;140.76;42.47;3.54;Ruim
102.31;265.64;21.43;60.05;9.51;Ruim
486.61;188.65;25.27;69.57;31.14;Ruim
439.56;78.51;109.01;71.25;58.18;Ruim
98.79;369.87;164.44;55.41;57.50;Ruim
367.91;356.41;65.74;37.13;51.16;Bom
228.38;272.80;177.80;67.51;50.83;Ruim
356.28;496.82;80.97;85.75;18.86;Ruim
444.42;251.77;141.35;52.27;38.64;Ruim
23.58;445.78;90.91;89.01;35.89;Ruim
311.95;328.28;8.88;77.60;55.09;Ruim
160.81;468.96;182.46;11.19;11.67;Ruim
30.96;481.26;94.85;49.16;45.93;Ruim
373.14;148.20;92.48;43.73;10.93;Bom
405.85;466.88;22.69;1.57;3.28;Pessimo
222.11;78.57;134.64;75.45;97.68;Ruim
232.01;366.32;65.92;20.25;54.03;Bom
242.59;326.30;7.14;63.79;84.68;Pessimo
137.13;123.92;153.38;42.48;92.85;Ideal
21.82;97.57;132.63;21.88;79.86;Ruim
344.50;250.12;1.19;87.49;40.56;Ruim
269.79;382.18;167.50;20.19;78.49;Ruim
220.35;178.15;110.61;99.24;73.89;Bom
448.02;460.39;11.28;64.36;7.45;Pessimo
245.15;496.83;42.77;79.45;57.89;Ruim
122.67;337.64;153.84;79.78;22.56;Bom
416.71;459.95;58.52;12.79;10.20;Ruim
393.15;1.65;70.25;74.29;43.85;Ruim
287.85;446.61;142.35;52.55;0.08;Ruim
441.09;333.48;91.52;99.42;59.04;Ruim
244.79;353.26;172.14;80.23;80.40;Pessimo
201.20;109.64;154.21;54.45;52.12;Ruim
337.31;96.83;174.84;6.19;20.71;Ruim
158.20;340.48;179.70;59.87;45.12;Bom
12.16;168.84;57.61;17.80;95.46;Bom
191.60;341.09;199.54;16.88;51.95;Ruim
289.07;495.22;58.82;47.11;28.18;Ruim
23.24;125.93;120.00;39.90;16.44;Bom
499.95;86.45;19.34;19.21;94.59;Ruim
402.33;189.70;57.34;15.40;54.77;Ruim
489.35;256.58;24.83;20.05;51.80;Ruim
2.01;349.01;37.15;98.91;47.36;Ruim
285.97;298.24;113.24;66.02;86.97;Ruim
79.42;396.80;63.62;11.19;55.70;Ruim
382.81;488.78;93.55;53.48;56.53;Ruim
39.01;404.85;118.91;21.87;52.87;Ruim
357.93;327.81;124.46;64.13;81.30;Pessimo
223.34;325.08;82.98;95.73;71.91;Ruim
162.02;419.05;176.32;97.31;93.71;Ruim
436.85;76.09;143.03;66.35;66.16;Ruim
129.14;480.39;180.82;75.27;29.48;Bom
396.75;312.77;57.38;27.79;44.74;Ruim
273.80;323.18;43.88;65.98;50.22;Ruim
16.63;114.08;18.53;64.88;84.68;Ruim
217.10;35.59;2.31;20.68;93.10;Ruim
146.79;129.76;23.40;46.67;90.73;Bom
301.06;141.87;22.70;57.59;20.57;Ruim
223.30;283.12;148.84;96.32;97.13;Ruim
311.23;394.42;116.13;94.95;20.48;Ruim
310.48;186.65;198.23;14.02;27.43;Ruim
186.22;362.84;87.84;48.15;72.66;Bom
59.60;77.74;177.37;10.89;82.83;Ruim
373.61;348.70;2.06;57.15;28.46;Ruim
399.96;27.25;43.05;73.43;58.54;Ruim
17.68;299.07;104.02;59.43;78.90;Ruim
0.45;99.32;127.10;49.67;32.37;Ruim
231.47;157.23;129.64;56.58;14.03;Bom
89.49;360.50;159.51;85.93;58.95;Ruim
124.76;16.15;25.08;51.95;38.05;Bom
350.09;206.94;183.28;64.52;12.25;Ruim
279.09;190.12;140.43;16.10;56.12;Ruim
310.19;50.33;187.65;15.00;12.58;Pessimo
382.64;204.46;140.69;2.42;64.34;Ruim
422.82;461.08;180.35;70.55;26.27;Ruim
469.62;170.50;36.00;0.55;3.15;Ruim
315.68;214.03;156.14;36.18;3.30;Ruim
216.44;428.30;168.15;30.02;39.22;Ruim
200.90;334.54;8.97;59.39;86.23;Ruim
81.89;71.31;193.84;3.65;2.69;Ruim
495.16;407.75;145.01;88.99;80.52;Pessimo
146.06;276.61;94.04;94.50;12.97;Bom
460.89;232.35;72.36;74.85;96.71;Ruim
199.06;352.87;167.59;69.06;13.51;Ruim
12.84;432.58;173.57;30.64;42.63;Ruim
397.29;170.98;134.85;0.85;63.45;Ruim
126.43;494.46;179.05;59.77;52.69;Bom
28.73;47.78;111.45;72.21;83.74;Ruim
474.42;345.26;118.85;40.68;82.97;Ruim
267.12;366.57;13.20;56.03;59.65;Ruim
170.05;100.17;153.80;30.01;19.31;Bom
97.09;350.72;104.61;36.21;88.36;Ruim
445.30;101.96;76.16;69.80;4.79;Ruim
90.62;493.96;116.56;62.78;0.05;Ruim
176.15;118.76;8.84;23.79;62.26;Bom
481.76;456.12;77.31;24.73;63.99;Ruim
359.07;472.08;39.35;15.43;20.34;Ruim
227.02;263.22;171.07;83.19;24.96;Ruim
323.99;394.72;68.07;97.26;48.20;Ruim
361.71;108.89;175.03;44.31;94.35;Ruim
118.41;12.07;16.16;35.85;28.18;Ruim
84.04;170.43;50.99;44.44;42.57;Bom
50.72;135.51;137.93;65.01;55.11;Ruim
454.62;98.01;134.88;46.62;4.00;Ruim
433.38;186.25;133.64;2.55;47.87;Ruim
233.96;351.59;152.84;32.87;57.12;Ruim
491.82;196.58;46.34;89.26;1.29;Ruim
316.46;39.24;42.30;69.78;51.92;Ruim
406.82;415.55;183.01;79.02;33.74;Ruim
385.53;93.24;184.39;71.27;9.01;Ruim
406.86;475.02;113.39;77.47;34.10;Ruim
119.69;276.86;186.89;99.29;91.97;Ruim
253.43;455.00;168.81;29.35;27.51;Ruim
117.83;490.64;106.84;63.38;99.49;Ruim
360.98;90.04;61.43;73.95;6.07;Ruim
119.94;447.88;95.12;83.86;70.91;Ruim
45.26;310.30;83.25;52.25;87.69;Ruim
263.07;445.75;120.27;74.29;14.77;Ruim
66.72;22.90;46.10;68.76;78.78;Ruim
93.86;128.53;199.35;18.29;60.12;Bom
158.20;59.09;114.49;21.96;39.18;Bom
241.09;457.34;40.63;21.61;92.17;Ruim
83.14;337.43;19.80;5.20;62.57;Ruim
290.83;471.69;104.28;57.63;34.20;Ruim
486.68;339.95;29.06;44.67;47.70;Ruim
251.94;292.39;191.74;45.49;63.56;Ruim
452.46;491.64;85.29;1.81;48.46;Ruim
19.35;465.07;129.25;55.73;77.83;Ruim
44.00;184.80;64.36;56.37;42.96;Bom
436.47;375.67;119.72;38.43;34.11;Ruim
247.90;426.73;90.61;83.11;93.46;Ruim
221.79;120.61;198.98;61.44;63.00;Ruim
148.59;478.44;119.24;42.28;92.34;Bom
318.98;131.49;136.51;5.61;73.78;Ruim
496.71;55.91;13.36;87.90;65.33;Pessimo
285.80;240.30;195.85;23.19;73.18;Ruim
147.74;89.31;44.30;84.53;88.55;Bom
190.27;0.58;166.50;56.77;87.02;Ruim
151.76;124.39;152.88;30.27;22.16;Bom
403.89;186.78;37.53;72.15;34.67;Ruim
209.86;78.99;195.93;92.70;68.53;Ruim
315.00;479.93;41.01;21.39;2.84;Ruim
311.52;174.88;180.09;39.78;94.38;Bom
282.54;313.18;176.46;11.56;41.03;Ruim
206.58;89.04;169.32;79.34;10.08;Ruim
262.92;366.15;13.46;51.89;7.47;Ruim
111.81;396.98;16.64;77.20;8.56;Ruim
144.71;55.85;128.81;47.11;41.94;Bom
111.48;471.81;120.79;20.96;62.13;Ruim
294.56;168.02;28.29;1.51;54.24;Ruim
106.62;149.42;131.05;78.66;52.00;Bom
82.48;148.13;74.19;63.17;83.07;Bom
496.27;96.56;123.43;18.17;68.76;Ruim
447.44;411.42;162.27;93.04;48.78;Ruim
60.29;213.96;166.07;45.95;9.56;Ruim
483.02;31.68;198.47;87.09;89.63;Pessimo
280.50;216.36;40.91;96.81;35.25;Ruim
448.64;436.24;64.10;40.12;49.70;Bom
12.35;392.25;153.50;68.28;86.15;Pessimo
238.07;355.94;85.59;71.75;2.65;Ruim
461.06;14.58;70.38;39.60;60.21;Ruim
52.43;266.49;20.42;16.30;91.95;Ruim
304.35;490.00;97.06;46.11;93.65;Ruim
474.33;89.03;39.85;57.85;45.87;Ruim
471.58;428.42;15.04;57.08;9.29;Ruim
141.67;478.27;49.47;7.24;55.71;Bom
342.04;116.48;198.55;78.06;52.20;Ruim
260.90;483.91;196.44;1.65;65.22;Pessimo
191.51;305.90;51.54;37.04;86.87;Ruim
314.77;276.84;10.17;5.18;30.47;Ruim
131.02;109.60;118.25;30.29;17.20;Bom
37.14;35.22;90.17;74.20;64.57;Ruim
378.35;61.86;161.38;83.34;26.40;Ruim
318.00;84.35;26.20;72.96;40.31;Ruim
350.89;452.28;164.93;31.50;8.42;Ruim
339.95;98.96;49.13;93.04;99.76;Ruim
207.11;16.05;173.92;78.95;67.19;Ruim
222.85;223.52;195.96;4.97;88.07;Ruim
342.96;213.99;39.79;36.84;97.78;Ruim
479.60;50.38;17.75;51.64;90.84;Ruim
385.22;499.20;32.54;15.93;37.73;Ruim
74.61;30.67;24.43;11.70;41.49;Ruim
123.47;303.36;154.33;53.07;12.28;Bom
376.40;418.53;10.26;18.30;16.85;Ruim
424.89;342.89;167.28;90.28;13.50;Ruim
116.14;438.92;82.15;46.02;54.20;Bom
56.55;400.62;187.13;94.86;6.64;Pessimo
244.43;128.94;8.61;76.50;69.06;Ruim
7.51;31.93;126.50;54.91;22.90;Ruim
18.62;127.49;100.19;76.64;7.98;Ruim
101.26;438.80;125.70;52.85;13.10;Ruim
22.74;345.31;125.40;94.84;73.32;Pessimo
81.46;16.99;47.50;29.55;40.26;Ruim
179.49;330.93;167.59;85.60;49.09;Bom
386.52;85.34;146.73;65.83;48.91;Ruim
355.81;199.36;163.83;78.78;60.38;Ruim
404.85;359.86;110.35;23.23;42.86;Ruim
254.77;357.59;110.08;29.70;54.65;Ruim
438.15;114.20;191.00;88.73;94.74;Ruim
262.28;471.95;61.86;0.32;71.26;Ruim
111.90;368.54;190.51;65.62;91.56;Ruim
258.29;242.87;27.92;70.20;90.64;Pessimo
196.87;117.56;170.39;88.80;11.79;Ruim
460.28;349.30;74.37;82.39;27.01;Ruim
493.46;39.17;189.30;12.81;62.60;Pessimo
176.67;128.88;30.20;42.84;71.73;Ideal
173.82;306.18;181.21;46.63;2.96;Bom
134.06;477.50;144.63;92.96;59.49;Ruim
217.99;281.03;110.21;20.18;31.08;Ruim
126.22;8.48;133.09;85.28;33.29;Bom
26.30;214.56;176.11;24.91;4.16;Ruim
243.70;12.55;14.21;40.01;47.68;Ruim
87.21;168.62;41.67;32.54;52.03;Bom
492.55;436.32;22.72;15.05;37.23;Ruim
138.26;41.38;31.09;68.17;75.24;Bom
483.35;40.26;71.96;72.04;82.33;Ruim
326.39;360.69;196.73;6.20;41.09;Ruim
411.74;231.12;190.65;36.77;79.02;Ruim
100.79;33.76;153.43;0.81;49.73;Ruim
419.95;125.30;105.02;18.18;6.26;Bom
488.22;294.60;47.16;16.66;5.89;Ruim
287.22;484.14;156.82;90.89;7.64;Pessimo
280.39;430.98;85.32;96.21;42.62;Ruim
254.83;300.60;154.72;75.60;72.28;Pessimo
100.28;143.99;183.62;41.82;18.83;Bom
79.28;308.08;163.54;65.83;68.45;Ruim
60.92;408.62;177.88;5.53;74.15;Pessimo
437.35;136.48;121.13;14.00;43.01;Ruim
473.94;20.30;96.16;44.11;39.28;Ruim
345.67;268.14;7.27;14.34;95.27;Pessimo
277.15;240.03;135.54;61.51;88.51;Ruim
364.43;473.14;91.21;81.13;43.97;Ruim
209.26;90.87;98.99;51.41;33.53;Bom
362.12;210.80;60.28;93.97;66.85;Ruim
372.53;35.68;90.01;98.85;61.53;Ruim
340.02;240.09;11.46;71.84;45.49;Ruim
490.47;307.71;134.75;44.61;51.41;Ruim
178.20;10.20;5.91;87.66;51.91;Bom
321.33;6.25;163.22;12.22;35.77;Ruim
31.46;487.16;141.56;29.47;43.94;Ruim
383.59;164.65;165.58;41.13;59.63;Bom
426.25;472.61;57.47;44.81;85.06;Ruim
365.59;132.26;63.55;0.41;96.82;Bom
377.14;415.69;102.53;58.08;91.81;Ruim
100.03;275.42;16.85;66.58;87.04;Ruim
2.06;194.79;78.82;17.90;59.37;Ruim
281.76;470.77;64.67;17.03;44.90;Ruim
103.07;0.39;62.48;61.58;99.58;Ruim
118.23;159.95;154.64;31.59;13.03;Bom
498.75;164.64;191.27;81.67;96.00;Ruim
338.16;239.91;65.60;52.62;81.55;Ruim
427.44;29.45;29.06;12.25;79.19;Pessimo
357.26;153.80;89.13;66.78;2.91;Bom
315.53;311.24;3.50;4.10;17.56;Ruim
42.27;96.81;42.68;42.17;81.96;Ruim
451.17;53.76;84.66;82.76;41.90;Ruim
45.19;153.01;70.40;55.89;89.06;Bom
219.59;46.49;109.96;2.60;24.81;Ruim
385.21;173.93;61.74;8.82;15.53;Bom
191.30;375.42;149.98;58.31;66.81;Ruim
340.27;107.46;31.17;98.96;8.05;Ruim
235.07;123.73;106.41;63.69;16.76;Bom
154.51;89.17;147.28;29.81;14.14;Bom
5.61;19.26;121.32;77.00;77.50;Pessimo
285.22;147.41;111.36;5.30;9.48;Ruim
89.81;496.02;4.08;70.95;69.48;Ruim
364.89;189.48;47.39;27.06;47.15;Ruim
322.01;49.62;24.44;78.20;32.96;Ruim
